system:index,City,Date,montlyPrecipSumAvg,.geo
0_18_7,Kolda,08_01_2020,333.449116597573,
0_18_8,Kolda,09_01_2020,410.6892294315545,
0_18_9,Kolda,10_01_2020,95.80418184074725,
0_18_10,Kolda,11_01_2020,0.2284730428444578,
0_18_11,Kolda,12_01_2020,0.7912688519620164,
1_0_0,Nouakchott,01_01_2002,1.033815515364942,
1_0_1,Nouakchott,02_01_2002,1.3365593337021946,
1_0_2,Nouakchott,03_01_2002,0.012510320789932245,
1_0_3,Nouakchott,04_01_2002,0.04302811980578699,
1_0_4,Nouakchott,05_01_2002,0.034770783533444545,
1_0_5,Nouakchott,06_01_2002,0.0,
1_0_6,Nouakchott,07_01_2002,0.571620453682406,
1_0_7,Nouakchott,08_01_2002,23.029432808681722,
1_0_8,Nouakchott,09_01_2002,41.94493983968013,
1_0_9,Nouakchott,10_01_2002,6.756677982882264,
1_0_10,Nouakchott,11_01_2002,0.592869797117269,
1_0_11,Nouakchott,12_01_2002,0.9858912159446575,
1_1_0,Nouakchott,01_01_2003,0.02385901939773048,
1_1_1,Nouakchott,02_01_2003,1.7041659162567062,
1_1_2,Nouakchott,03_01_2003,0.13286810763000484,
1_1_3,Nouakchott,04_01_2003,0.013033126924316777,
1_1_4,Nouakchott,05_01_2003,0.09439797296392266,
1_1_5,Nouakchott,06_01_2003,0.0,
1_1_6,Nouakchott,07_01_2003,0.4163233744075407,
1_1_7,Nouakchott,08_01_2003,41.97412739784404,
1_1_8,Nouakchott,09_01_2003,77.6839210057706,
1_1_9,Nouakchott,10_01_2003,9.86174898382486,
1_1_10,Nouakchott,11_01_2003,0.17027824072032444,
1_1_11,Nouakchott,12_01_2003,0.9555986415634765,
1_2_0,Nouakchott,01_01_2004,0.8585379491063287,
1_2_1,Nouakchott,02_01_2004,1.6155083706807194,
1_2_2,Nouakchott,03_01_2004,7.089712799354469E-5,
1_2_3,Nouakchott,04_01_2004,2.508960424575345E-4,
1_2_4,Nouakchott,05_01_2004,0.0,
1_2_5,Nouakchott,06_01_2004,0.0,
1_2_6,Nouakchott,07_01_2004,6.144905656016863,
1_2_7,Nouakchott,08_01_2004,36.16605824567677,
1_2_8,Nouakchott,09_01_2004,24.26169685882793,
1_2_9,Nouakchott,10_01_2004,0.5033726752044048,
1_2_10,Nouakchott,11_01_2004,0.6774882475947884,
1_2_11,Nouakchott,12_01_2004,0.9254933581535203,
1_3_0,Nouakchott,01_01_2005,0.614934831637959,
1_3_1,Nouakchott,02_01_2005,1.905158453220976,
1_3_2,Nouakchott,03_01_2005,0.0,
1_3_3,Nouakchott,04_01_2005,0.010060218645474465,
1_3_4,Nouakchott,05_01_2005,0.13021945013320096,
1_3_5,Nouakchott,06_01_2005,2.935108932740886,
1_3_6,Nouakchott,07_01_2005,0.08635813662577568,
1_3_7,Nouakchott,08_01_2005,68.8466178644119,
1_3_8,Nouakchott,09_01_2005,44.180825854050894,
1_3_9,Nouakchott,10_01_2005,0.24240880498298048,
1_3_10,Nouakchott,11_01_2005,0.79403688911019,
1_3_11,Nouakchott,12_01_2005,0.9534006094385248,
1_4_0,Nouakchott,01_01_2006,0.7664859758405358,
1_4_1,Nouakchott,02_01_2006,1.747335337509898,
1_4_2,Nouakchott,03_01_2006,0.0,
1_4_3,Nouakchott,04_01_2006,0.0023952173723292415,
1_4_4,Nouakchott,05_01_2006,0.001191273878950216,
1_4_5,Nouakchott,06_01_2006,0.0,
1_4_6,Nouakchott,07_01_2006,11.094829718564851,
1_4_7,Nouakchott,08_01_2006,25.45370710311562,
1_4_8,Nouakchott,09_01_2006,48.001419734571314,
1_4_9,Nouakchott,10_01_2006,2.234696760869537,
1_4_10,Nouakchott,11_01_2006,0.45998824969453406,
1_4_11,Nouakchott,12_01_2006,0.9382905397913728,
1_5_0,Nouakchott,01_01_2007,0.6173064186130387,
1_5_1,Nouakchott,02_01_2007,1.7371825394657592,
1_5_2,Nouakchott,03_01_2007,0.005234637261236002,
1_5_3,Nouakchott,04_01_2007,0.04471467474440234,
1_5_4,Nouakchott,05_01_2007,0.0,
1_5_5,Nouakchott,06_01_2007,0.0,
1_5_6,Nouakchott,07_01_2007,3.020396609488505,
1_5_7,Nouakchott,08_01_2007,30.421812690678614,
1_5_8,Nouakchott,09_01_2007,25.933662051809378,
1_5_9,Nouakchott,10_01_2007,2.713169816344097,
1_5_10,Nouakchott,11_01_2007,0.3472334137071554,
1_5_11,Nouakchott,12_01_2007,0.9370375851713538,
1_6_0,Nouakchott,01_01_2008,0.7493500757812656,
1_6_1,Nouakchott,02_01_2008,1.4084512920226233,
1_6_2,Nouakchott,03_01_2008,0.0,
1_6_3,Nouakchott,04_01_2008,0.0,
1_6_4,Nouakchott,05_01_2008,0.0,
1_6_5,Nouakchott,06_01_2008,0.0,
1_6_6,Nouakchott,07_01_2008,1.9868248831810322,
1_6_7,Nouakchott,08_01_2008,38.48989827051239,
1_6_8,Nouakchott,09_01_2008,27.986134404151752,
1_6_9,Nouakchott,10_01_2008,1.0750469643852345,
1_6_10,Nouakchott,11_01_2008,0.7471996320536404,
1_6_11,Nouakchott,12_01_2008,0.8417425972267226,
1_7_0,Nouakchott,01_01_2009,0.9514849838818207,
1_7_1,Nouakchott,02_01_2009,0.47258445999258,
1_7_2,Nouakchott,03_01_2009,0.0015592584091840412,
1_7_3,Nouakchott,04_01_2009,0.0,
1_7_4,Nouakchott,05_01_2009,0.0,
1_7_5,Nouakchott,06_01_2009,5.22149039045096,
1_7_6,Nouakchott,07_01_2009,0.3330800330670845,
1_7_7,Nouakchott,08_01_2009,51.3024177279613,
1_7_8,Nouakchott,09_01_2009,70.18015847768605,
1_7_9,Nouakchott,10_01_2009,2.4308594728363095,
1_7_10,Nouakchott,11_01_2009,0.9144733350544209,
1_7_11,Nouakchott,12_01_2009,1.2096312623381131,
1_8_0,Nouakchott,01_01_2010,0.4650307168430041,
1_8_1,Nouakchott,02_01_2010,0.0,
1_8_2,Nouakchott,03_01_2010,0.0,
1_8_3,Nouakchott,04_01_2010,0.04367518046527989,
1_8_4,Nouakchott,05_01_2010,0.0,
1_8_5,Nouakchott,06_01_2010,3.517714848387337,
1_8_6,Nouakchott,07_01_2010,1.5598869829610909,
1_8_7,Nouakchott,08_01_2010,67.82745138320462,
1_8_8,Nouakchott,09_01_2010,97.20431473319076,
1_8_9,Nouakchott,10_01_2010,5.11118064776822,
1_8_10,Nouakchott,11_01_2010,0.3842269999571843,
1_8_11,Nouakchott,12_01_2010,0.9534006370436252,
1_9_0,Nouakchott,01_01_2011,0.9324521847209085,
1_9_1,Nouakchott,02_01_2011,1.2164987775180038,
1_9_2,Nouakchott,03_01_2011,0.0,
1_9_3,Nouakchott,04_01_2011,0.0,
1_9_4,Nouakchott,05_01_2011,0.0017551453199846814,
1_9_5,Nouakchott,06_01_2011,0.17940577719230752,
1_9_6,Nouakchott,07_01_2011,0.0,
1_9_7,Nouakchott,08_01_2011,57.6111316870109,
1_9_8,Nouakchott,09_01_2011,15.537980694809164,
1_9_9,Nouakchott,10_01_2011,3.9995927924525003,
1_9_10,Nouakchott,11_01_2011,0.4836914128576463,
1_9_11,Nouakchott,12_01_2011,1.0695415277932905,
1_10_0,Nouakchott,01_01_2012,0.8992645434615756,
1_10_1,Nouakchott,02_01_2012,1.9011077464765416,
1_10_2,Nouakchott,03_01_2012,0.047036735671909455,
1_10_3,Nouakchott,04_01_2012,0.04393589365502563,
1_10_4,Nouakchott,05_01_2012,0.0,
1_10_5,Nouakchott,06_01_2012,0.0,
1_10_6,Nouakchott,07_01_2012,1.3178449137520851,
1_10_7,Nouakchott,08_01_2012,29.179850405758245,
1_10_8,Nouakchott,09_01_2012,61.856990805963406,
1_10_9,Nouakchott,10_01_2012,0.012658202935799195,
1_10_10,Nouakchott,11_01_2012,0.6659388283282598,
1_10_11,Nouakchott,12_01_2012,1.2510124743384268,
1_11_0,Nouakchott,01_01_2013,0.8746351820294402,
1_11_1,Nouakchott,02_01_2013,1.9033057915780878,
1_11_2,Nouakchott,03_01_2013,0.08708625844512483,
1_11_3,Nouakchott,04_01_2013,0.03130669889687364,
1_11_4,Nouakchott,05_01_2013,3.4195366877333406E-4,
1_11_5,Nouakchott,06_01_2013,0.0,
1_11_6,Nouakchott,07_01_2013,0.7502203897720366,
1_11_7,Nouakchott,08_01_2013,76.97863778620558,
1_11_8,Nouakchott,09_01_2013,64.85245854835406,
1_11_9,Nouakchott,10_01_2013,2.2473684485252674,
1_11_10,Nouakchott,11_01_2013,1.0316881886625975,
1_11_11,Nouakchott,12_01_2013,1.3099116167977412,
1_12_0,Nouakchott,01_01_2014,0.916279594328544,
1_12_1,Nouakchott,02_01_2014,0.30175651899930933,
1_12_2,Nouakchott,03_01_2014,4.118997324008404E-4,
1_12_3,Nouakchott,04_01_2014,0.01736699909370657,
1_12_4,Nouakchott,05_01_2014,0.0,
1_12_5,Nouakchott,06_01_2014,0.0,
1_12_6,Nouakchott,07_01_2014,0.0,
1_12_7,Nouakchott,08_01_2014,41.742517640571485,
1_12_8,Nouakchott,09_01_2014,14.369288225531896,
1_12_9,Nouakchott,10_01_2014,0.008550320298038922,
1_12_10,Nouakchott,11_01_2014,0.2816639510460257,
1_12_11,Nouakchott,12_01_2014,1.449797029253944,
1_13_0,Nouakchott,01_01_2015,1.7019612613226471,
1_13_1,Nouakchott,02_01_2015,0.2792872136463748,
1_13_2,Nouakchott,03_01_2015,0.009648643973365865,
1_13_3,Nouakchott,04_01_2015,0.0039634207926500815,
1_13_4,Nouakchott,05_01_2015,0.003079121024909631,
1_13_5,Nouakchott,06_01_2015,0.0,
1_13_6,Nouakchott,07_01_2015,0.0,
1_13_7,Nouakchott,08_01_2015,55.06019004433148,
1_13_8,Nouakchott,09_01_2015,39.53121053632398,
1_13_9,Nouakchott,10_01_2015,0.7690950110674543,
1_13_10,Nouakchott,11_01_2015,0.9763958386932036,
1_13_11,Nouakchott,12_01_2015,1.5796115440024368,
1_14_0,Nouakchott,01_01_2016,0.6213812584531849,
1_14_1,Nouakchott,02_01_2016,2.374357106498675,
1_14_2,Nouakchott,03_01_2016,0.1845600684840062,
1_14_3,Nouakchott,04_01_2016,4.151553251398552E-4,
1_14_4,Nouakchott,05_01_2016,0.00629054158058357,
1_14_5,Nouakchott,06_01_2016,0.0,
1_14_6,Nouakchott,07_01_2016,5.577882460295036,
1_14_7,Nouakchott,08_01_2016,19.89065588485779,
1_14_8,Nouakchott,09_01_2016,55.711661262997985,
1_14_9,Nouakchott,10_01_2016,1.8609832621211977,
1_14_10,Nouakchott,11_01_2016,1.0386383451271712,
1_14_11,Nouakchott,12_01_2016,1.6101416081270001,
1_15_0,Nouakchott,01_01_2017,0.7752263171823031,
1_15_1,Nouakchott,02_01_2017,1.7840305089311368,
1_15_2,Nouakchott,03_01_2017,0.010271392717717799,
1_15_3,Nouakchott,04_01_2017,0.019928813939767417,
1_15_4,Nouakchott,05_01_2017,0.004463199917326903,
1_15_5,Nouakchott,06_01_2017,4.608969471637589,
1_15_6,Nouakchott,07_01_2017,0.0,
1_15_7,Nouakchott,08_01_2017,32.60225349642317,
1_15_8,Nouakchott,09_01_2017,11.877893706301261,
1_15_9,Nouakchott,10_01_2017,1.139334871086614,
1_15_10,Nouakchott,11_01_2017,0.9071778514170294,
1_15_11,Nouakchott,12_01_2017,1.1948406963381946,
1_16_0,Nouakchott,01_01_2018,0.09311677851082492,
1_16_1,Nouakchott,02_01_2018,1.8454101573845654,
1_16_2,Nouakchott,03_01_2018,0.0,
1_16_3,Nouakchott,04_01_2018,0.0,
1_16_4,Nouakchott,05_01_2018,0.0,
1_16_5,Nouakchott,06_01_2018,0.0,
1_16_6,Nouakchott,07_01_2018,1.1779600661018257,
1_16_7,Nouakchott,08_01_2018,19.082923415011372,
1_16_8,Nouakchott,09_01_2018,67.21023323299417,
1_16_9,Nouakchott,10_01_2018,2.4892492921358773,
1_16_10,Nouakchott,11_01_2018,1.1561883348487216,
1_16_11,Nouakchott,12_01_2018,0.8029254990971919,
1_17_0,Nouakchott,01_01_2019,0.934137021414636,
1_17_1,Nouakchott,02_01_2019,2.349283438777156,
1_17_2,Nouakchott,03_01_2019,0.0,
1_17_3,Nouakchott,04_01_2019,0.030692935181593137,
1_17_4,Nouakchott,05_01_2019,0.0,
1_17_5,Nouakchott,06_01_2019,1.4147398227301426,
1_17_6,Nouakchott,07_01_2019,0.0,
1_17_7,Nouakchott,08_01_2019,24.428113762431103,
1_17_8,Nouakchott,09_01_2019,26.896368659789058,
1_17_9,Nouakchott,10_01_2019,7.634102828912536,
1_17_10,Nouakchott,11_01_2019,0.5587872759168142,
1_17_11,Nouakchott,12_01_2019,0.7631310619713474,
1_18_0,Nouakchott,01_01_2020,0.8983967467203696,
1_18_1,Nouakchott,02_01_2020,1.1793772886569633,
1_18_2,Nouakchott,03_01_2020,5.817649121978007E-4,
1_18_3,Nouakchott,04_01_2020,0.018329336381268744,
1_18_4,Nouakchott,05_01_2020,0.13291862646030567,
1_18_5,Nouakchott,06_01_2020,1.6166160099529836,
1_18_6,Nouakchott,07_01_2020,0.7686271165874624,
1_18_7,Nouakchott,08_01_2020,45.26087326805329,
1_18_8,Nouakchott,09_01_2020,38.71378396953516,
1_18_9,Nouakchott,10_01_2020,0.5492748642462569,
1_18_10,Nouakchott,11_01_2020,0.8597526640468964,
1_18_11,Nouakchott,12_01_2020,1.1584791520325812,
2_0_0,Tambacounda,01_01_2002,0.03794579235970706,
2_0_1,Tambacounda,02_01_2002,0.373550561084007,
2_0_2,Tambacounda,03_01_2002,8.556007920445365E-4,
2_0_3,Tambacounda,04_01_2002,0.05298256518762617,
2_0_4,Tambacounda,05_01_2002,4.091908490595509,
2_0_5,Tambacounda,06_01_2002,76.16673024767408,
2_0_6,Tambacounda,07_01_2002,137.6460845035552,
2_0_7,Tambacounda,08_01_2002,212.00944324409494,
2_0_8,Tambacounda,09_01_2002,125.54264804011494,
2_0_9,Tambacounda,10_01_2002,81.76995474618592,
2_0_10,Tambacounda,11_01_2002,0.6322314324124642,
2_0_11,Tambacounda,12_01_2002,0.26656486964207887,
2_1_0,Tambacounda,01_01_2003,0.034324436646648165,
2_1_1,Tambacounda,02_01_2003,0.1754303539997006,
2_1_2,Tambacounda,03_01_2003,6.800218382456024E-4,
2_1_3,Tambacounda,04_01_2003,0.5916835737143992,
2_1_4,Tambacounda,05_01_2003,5.875338726001903,
2_1_5,Tambacounda,06_01_2003,81.08846685342587,
2_1_6,Tambacounda,07_01_2003,156.01260056904823,
2_1_7,Tambacounda,08_01_2003,213.9657655468039,
2_1_8,Tambacounda,09_01_2003,185.9290378967091,
2_1_9,Tambacounda,10_01_2003,67.29818042533992,
2_1_10,Tambacounda,11_01_2003,0.13137007679065552,
2_1_11,Tambacounda,12_01_2003,0.27450108167483245,
2_2_0,Tambacounda,01_01_2004,0.021138917257145937,
2_2_1,Tambacounda,02_01_2004,0.12260993390230417,
2_2_2,Tambacounda,03_01_2004,0.0,
2_2_3,Tambacounda,04_01_2004,0.0030229285075056072,
2_2_4,Tambacounda,05_01_2004,16.078052677922532,
2_2_5,Tambacounda,06_01_2004,83.77655454033227,
2_2_6,Tambacounda,07_01_2004,216.7172674746909,
2_2_7,Tambacounda,08_01_2004,239.57966518056452,
2_2_8,Tambacounda,09_01_2004,154.07362532109246,
2_2_9,Tambacounda,10_01_2004,55.909447723036294,
2_2_10,Tambacounda,11_01_2004,1.2327500611813067,
2_2_11,Tambacounda,12_01_2004,0.18945862469745176,
2_3_0,Tambacounda,01_01_2005,0.008078662767353287,
2_3_1,Tambacounda,02_01_2005,0.3233446226036397,
2_3_2,Tambacounda,03_01_2005,4.213608126893932E-4,
2_3_3,Tambacounda,04_01_2005,0.4161928951876581,
